CET,Temperatura maksymalnaC,Temperatura średniaC,Temperatura minimalnaC, Mean Wilgotność, Max Ciśnienie na poziomie morzahPa, Mean Ciśnienie na poziomie morzahPa, Min Ciśnienie na poziomie morzahPa, Max Prędkość wiatruKm/h, Mean Prędkość wiatruKm/h, CloudCover
2009-12-25,14,9,5,82,1000,992,988,39,14,4
2009-12-26,5,3,0,66,1010,1006,1000,37,23,5
2009-12-27,2,-2,-5,87,1009,1006,1003,11,6,
2009-12-28,1,-2,-5,94,1003,1001,1000,29,10,6
2009-12-29,1,-3,-7,88,1010,1007,1003,35,18,6
2009-12-30,2,-1,-3,97,1004,998,995,14,10,6
2009-12-31,1,0,0,100,995,994,993,13,5,7
2010-1-1,1,0,-2,100,997,992,990,11,6,7
2010-1-2,-2,-3,-4,95,1012,1004,997,19,11,6
2010-1-3,-4,-6,-7,93,1018,1015,1012,21,13,6
2010-1-4,-4,-7,-8,85,1018,1016,1013,13,6,6
2010-1-5,-3,-4,-6,88,1013,1010,1006,19,6,5
2010-1-6,-4,-6,-6,92,1005,1001,999,16,10,6
2010-1-7,-3,-9,-14,95,1015,1008,1003,13,6,6
2010-1-8,-3,-7,-11,95,1018,1015,1010,24,10,6
2010-1-9,0,-1,-2,96,1010,1008,1007,26,18,6
2010-1-10,0,-2,-3,95,1010,1007,1006,19,8,6
2010-1-11,-3,-4,-4,97,1018,1014,1010,3,2,6
2010-1-12,-2,-3,-5,98,1018,1017,1015,3,2,6
2010-1-13,-2,-3,-4,97,1015,1015,1014,8,5,6
2010-1-14,-4,-6,-6,95,1019,1016,1014,6,5,6
2010-1-15,-3,-4,-6,96,1030,1024,1019,6,3,6
2010-1-16,-4,-6,-7,96,1031,1029,1025,6,3,6
2010-1-17,-3,-7,-10,93,1024,1021,1019,6,5,5
2010-1-18,-1,-3,-5,94,1023,1022,1020,3,2,6
2010-1-19,-2,-4,-6,97,1023,1022,1021,3,2,6
2010-1-20,-7,-9,-10,92,1021,1020,1019,8,5,6
2010-1-21,-8,-10,-11,88,1027,1023,1019,6,5,6
2010-1-22,-8,-12,-16,89,1031,1029,1027,8,5,5
2010-1-23,-9,-15,-21,87,1030,1030,1029,8,3,
2010-1-24,-8,-15,-22,81,1033,1032,1030,8,5,
2010-1-25,-7,-14,-21,81,1034,1033,1033,6,3,
2010-1-26,-7,-14,-21,82,1036,1034,1033,3,2,
2010-1-27,-9,-17,-24,82,1035,1024,1007,8,2,6
2010-1-28,-2,-6,-9,88,1006,995,992,19,11,5
2010-1-29,0,-2,-3,90,992,990,986,19,14,5
2010-1-30,1,-3,-7,73,996,988,982,27,13,3
2010-1-31,-4,-9,-13,90,1005,1001,996,10,3,5
2010-2-1,-2,-8,-14,88,1009,1006,1005,21,6,6
2010-2-2,-2,-4,-7,88,1013,1011,1009,19,11,4
2010-2-3,0,-2,-5,89,1015,1007,1002,24,14,5
2010-2-4,1,-3,-6,84,1021,1020,1015,13,10,5
2010-2-5,3,-2,-6,78,1021,1018,1015,23,13,4
2010-2-6,-1,-3,-6,82,1016,1015,1014,27,18,6
2010-2-7,-7,-11,-14,90,1018,1017,1016,16,11,6
2010-2-8,-8,-10,-12,90,1017,1013,1009,10,3,6
2010-2-9,-5,-8,-10,87,1009,1008,1007,14,3,6
2010-2-10,0,-2,-5,82,1007,1006,1005,19,11,6
2010-2-11,-3,-6,-7,95,1005,1003,1002,24,14,6
2010-2-12,-3,-4,-5,96,1010,1007,1004,13,10,6
2010-2-13,-2,-3,-4,99,1011,1009,1008,19,8,6
2010-2-14,-2,-3,-4,96,1011,1010,1009,21,16,6
2010-2-15,-2,-3,-5,95,1010,1008,1007,16,10,6
2010-2-16,0,-6,-12,91,1008,1007,1006,10,3,5
2010-2-17,1,-7,-14,86,1007,1003,1000,16,10,5
2010-2-18,4,-1,-5,89,1002,999,998,19,6,6
2010-2-19,6,3,0,92,1003,997,990,14,10,5
2010-2-20,3,1,-1,95,999,994,989,24,13,5
2010-2-21,3,0,-2,78,1004,1001,999,23,11,3
2010-2-22,6,1,-4,73,1004,1001,998,13,8,3
2010-2-23,9,4,1,72,1000,998,996,19,10,
2010-2-24,9,6,2,84,1004,1002,1001,10,5,5
2010-2-25,10,6,1,83,1006,1004,1003,11,3,5
2010-2-26,9,6,3,77,1003,999,996,14,10,6
2010-2-27,7,3,0,80,1008,1005,998,29,14,5
2010-2-28,12,6,0,63,1007,1000,996,26,13,6
2010-3-1,9,6,2,66,1010,1003,998,48,24,3
2010-3-2,6,3,0,66,1017,1015,1011,34,19,4
2010-3-3,3,0,-2,79,1019,1018,1017,29,18,3
2010-3-4,2,-2,-5,76,1016,1013,1011,13,5,3
2010-3-5,-3,-6,-8,81,1016,1014,1012,27,11,4
2010-3-6,-3,-6,-8,88,1023,1017,1015,21,10,5
2010-3-7,-2,-6,-11,74,1027,1026,1023,16,10,5
2010-3-8,-2,-8,-14,75,1026,1025,1024,26,6,3
2010-3-9,-2,-8,-13,72,1028,1025,1024,19,10,1
2010-3-10,2,-7,-14,63,1028,1026,1020,29,10,
2010-3-11,-1,-3,-6,75,1019,1013,1009,19,10,6
2010-3-12,0,-4,-8,87,1011,1010,1009,23,13,6
2010-3-13,1,0,-1,98,1012,1010,1009,29,23,6
2010-3-14,3,1,-1,92,1010,1007,1004,35,26,6
2010-3-15,0,-2,-3,88,1016,1012,1006,27,19,5
2010-3-16,1,-1,-3,81,1023,1016,1010,23,16,5
2010-3-17,4,0,-3,83,1024,1023,1023,29,16,5
2010-3-18,11,6,-1,69,1024,1024,1023,29,14,4
2010-3-19,14,6,-3,65,1023,1020,1019,26,11,
2010-3-20,17,12,7,55,1019,1015,1012,34,14,5
2010-3-21,17,12,8,79,1015,1012,1011,29,16,4
2010-3-22,10,4,-3,86,1023,1021,1015,29,14,5
2010-3-23,15,6,-4,73,1023,1019,1017,24,8,3
2010-3-24,16,6,-3,64,1022,1020,1019,19,5,
2010-3-25,20,12,5,53,1020,1017,1014,16,11,
2010-3-26,20,14,9,56,1015,1010,1003,21,10,2
2010-3-27,15,8,2,74,1007,1005,1002,32,18,5
2010-3-28,11,4,-2,85,1010,1009,1006,26,6,5
2010-3-29,14,8,2,70,1010,1009,1008,29,13,4
2010-3-30,18,11,5,57,1008,1004,1000,16,10,5
2010-3-31,14,9,5,70,1005,1001,999,35,13,5
2010-4-1,14,7,1,68,1014,1010,1006,21,11,3
2010-4-2,6,2,-1,87,1016,1015,1013,37,11,6
2010-4-3,11,4,-1,69,1017,1017,1016,19,6,3
2010-4-4,16,7,-1,51,1016,1015,1013,21,11,
2010-4-5,9,6,2,87,1022,1018,1015,23,10,6
2010-4-6,8,6,3,83,1025,1024,1022,26,19,6
2010-4-7,10,6,1,85,1025,1024,1024,13,5,6
2010-4-8,17,7,-2,71,1025,1024,1023,14,8,4
2010-4-9,14,7,0,83,1025,1024,1023,26,8,3
2010-4-10,7,6,3,86,1025,1021,1019,23,10,4
2010-4-11,7,3,1,96,1020,1019,1017,21,6,6
2010-4-12,14,9,5,74,1018,1017,1016,32,14,4
2010-4-13,10,7,3,85,1017,1015,1013,19,11,5
2010-4-14,10,8,6,93,1013,1011,1009,19,11,6
2010-4-15,12,9,5,93,1012,1010,1010,19,8,6
2010-4-16,13,8,3,78,1018,1014,1011,34,10,4
2010-4-17,12,6,0,66,1020,1019,1018,21,11,2
2010-4-18,18,8,-2,60,1020,1017,1013,16,5,
2010-4-19,17,12,7,73,1013,1011,1010,14,3,3
2010-4-20,15,7,-1,67,1014,1013,1010,16,5,3
2010-4-21,9,4,1,75,1012,1010,1009,32,16,4
2010-4-22,8,4,-1,70,1016,1014,1012,167,29,4
2010-4-23,14,4,-6,60,1017,1016,1016,23,3,
2010-4-24,17,7,-2,59,1025,1021,1018,16,6,1
2010-4-25,16,9,3,53,1029,1027,1025,27,14,
2010-4-26,22,13,4,52,1025,1022,1019,34,13,5
2010-4-27,17,12,8,72,1025,1023,1021,37,14,3
2010-4-28,15,10,4,71,1027,1025,1024,21,8,5
2010-4-29,21,10,0,56,1024,1019,1014,23,6,
2010-4-30,25,17,9,48,1014,1011,1008,24,10,2
2010-5-1,18,14,11,83,1012,1010,1008,19,10,5
2010-5-2,15,11,8,92,1012,1010,1009,19,6,5
2010-5-3,17,14,12,84,1012,1009,1007,19,13,5
2010-5-4,12,10,8,90,1016,1015,1012,14,8,5
2010-5-5,10,8,7,91,1018,1015,1012,21,14,6
2010-5-6,18,13,8,93,1012,1005,1000,26,18,6
2010-5-7,16,11,7,86,1008,1004,1001,16,6,3
2010-5-8,19,12,5,85,1010,1009,1008,23,6,4
2010-5-9,15,11,6,83,1010,1009,1009,21,8,4
2010-5-10,19,10,2,87,1009,1007,1005,13,6,4
2010-5-11,20,12,5,86,1010,1009,1008,23,5,4
2010-5-12,21,16,12,83,1008,1006,1005,19,10,4
2010-5-13,15,13,11,95,1007,1006,1005,19,8,6
2010-5-14,11,9,8,97,1007,1005,1004,24,14,6
2010-5-15,13,10,7,84,1007,1005,1003,23,13,6
2010-5-16,9,7,5,94,1004,1002,1001,42,29,6
2010-5-17,8,7,6,95,1011,1008,1004,40,31,6
2010-5-18,8,7,7,95,1015,1012,1009,29,26,6
2010-5-19,9,8,7,95,1020,1016,1014,23,16,6
2010-5-20,14,11,8,94,1022,1021,1021,16,10,6
2010-5-21,20,16,12,87,1022,1021,1020,27,10,5
2010-5-22,20,16,12,84,1023,1019,1018,26,10,3
2010-5-23,19,14,10,85,1019,1017,1014,21,11,4
2010-5-24,20,17,13,86,1014,1010,1006,27,14,3
2010-5-25,16,12,9,75,1010,1008,1006,35,19,5
2010-5-26,16,9,3,74,1011,1010,1009,19,5,4
2010-5-27,20,13,6,87,1011,1008,1006,23,8,5
2010-5-28,20,13,7,70,1015,1013,1011,16,10,2
2010-5-29,19,14,10,74,1020,1018,1015,14,10,5
2010-5-30,22,16,10,79,1018,1011,1004,21,8,4
2010-5-31,15,12,10,90,1006,1003,1001,29,13,6
2010-6-1,13,11,10,88,1007,1006,1006,19,13,6
2010-6-2,17,13,10,90,1008,1004,1001,23,14,5
2010-6-3,19,16,12,89,1011,1009,1008,24,6,5
2010-6-4,21,17,13,69,1019,1013,1008,29,21,4
2010-6-5,22,13,6,59,1023,1022,1020,16,5,
2010-6-6,25,16,7,62,1020,1017,1013,19,8,
2010-6-7,24,19,15,67,1013,1011,1010,27,11,3
2010-6-8,27,18,10,66,1013,1012,1011,11,3,
2010-6-9,30,22,15,65,1012,1011,1010,13,8,2
2010-6-10,31,23,17,56,1012,1010,1009,23,10,
2010-6-11,31,22,14,59,1010,1008,1006,24,8,
2010-6-12,30,23,17,68,1010,1008,1005,23,5,3
2010-6-13,20,17,14,79,1015,1014,1010,21,11,4
2010-6-14,14,12,10,94,1019,1013,1010,37,13,5
2010-6-15,19,13,7,78,1021,1020,1019,13,3,4
2010-6-16,19,14,9,73,1021,1020,1019,24,8,2
2010-6-17,20,12,5,67,1021,1020,1016,24,10,1
2010-6-18,22,16,9,76,1016,1009,1002,19,11,3
2010-6-19,17,13,9,82,1007,1004,1001,27,14,5
2010-6-20,14,10,7,85,1011,1008,1007,19,10,5
2010-6-21,18,14,11,77,1015,1013,1011,19,8,2
2010-6-22,19,14,9,70,1019,1017,1015,26,13,3
2010-6-23,19,13,7,68,1020,1018,1016,27,10,2
2010-6-24,17,13,11,76,1017,1014,1013,27,13,3
2010-6-25,14,12,11,90,1014,1013,1012,19,10,6
2010-6-26,22,17,12,73,1017,1014,1013,23,8,4
2010-6-27,23,14,7,67,1021,1019,1017,23,8,
2010-6-28,24,17,9,77,1021,1020,1019,16,3,3
2010-6-29,26,18,10,60,1020,1019,1017,14,8,
2010-6-30,28,19,11,60,1018,1017,1016,11,3,
2010-7-1,27,20,13,63,1018,1017,1017,14,5,1
2010-7-2,28,20,12,63,1019,1018,1017,13,3,
2010-7-3,26,20,14,57,1019,1019,1018,21,8,
2010-7-4,26,17,9,64,1019,1018,1016,16,3,2
2010-7-5,25,19,13,79,1016,1015,1014,21,5,4
2010-7-6,22,16,11,91,1018,1015,1014,29,10,5
2010-7-7,20,16,11,75,1022,1020,1018,29,16,3
2010-7-8,24,14,6,63,1023,1022,1022,21,5,
2010-7-9,28,17,7,57,1024,1023,1022,11,2,
2010-7-10,30,20,10,59,1024,1022,1021,14,6,
2010-7-11,31,22,14,63,1022,1020,1018,21,6,
2010-7-12,31,22,14,61,1019,1016,1013,19,5,
2010-7-13,32,23,14,62,1013,1011,1009,35,5,1
2010-7-14,31,23,17,64,1014,1013,1011,14,10,1
2010-7-15,33,24,15,63,1017,1014,1012,23,3,1
2010-7-16,33,27,19,66,1019,1018,1017,32,8,2
2010-7-17,35,27,18,61,1019,1017,1014,27,8,4
2010-7-18,25,20,16,88,1023,1019,1016,26,13,5
2010-7-19,18,16,14,89,1025,1024,1023,21,13,6
2010-7-20,26,21,16,79,1023,1019,1016,19,6,5
2010-7-21,31,24,18,69,1016,1014,1012,13,8,1
2010-7-22,32,24,18,63,1014,1013,1012,11,5,1
2010-7-23,31,24,18,75,1013,1012,1009,21,5,3
2010-7-24,20,18,16,94,1010,1007,1003,34,13,5
2010-7-25,17,16,14,84,1011,1010,1010,21,14,6
2010-7-26,18,16,14,84,1013,1012,1011,13,6,4
2010-7-27,17,14,12,91,1013,1012,1010,19,6,5
2010-7-28,16,13,12,94,1010,1009,1008,32,23,5
2010-7-29,23,19,15,75,1010,1009,1007,26,14,5
2010-7-30,20,18,15,94,1017,1012,1010,16,6,6
2010-7-31,22,18,15,91,1018,1017,1017,16,6,5
2010-8-1,26,21,16,80,1018,1017,1016,10,2,4
2010-8-2,29,21,13,74,1017,1015,1013,13,2,3
2010-8-3,26,21,16,81,1012,1010,1008,26,8,3
2010-8-4,21,18,14,82,1014,1012,1011,13,6,5
2010-8-5,23,17,11,80,1011,1010,1009,21,6,3
2010-8-6,26,20,15,88,1013,1010,1009,27,10,3
2010-8-7,25,21,16,86,1015,1012,1011,23,5,4
2010-8-8,21,18,15,85,1018,1016,1014,19,10,4
2010-8-9,24,18,12,83,1018,1017,1016,14,6,3
2010-8-10,25,18,10,80,1018,1017,1016,13,3,4
2010-8-11,27,20,13,72,1018,1017,1016,10,3,2
2010-8-12,28,20,13,71,1017,1015,1014,14,5,1
2010-8-13,28,21,14,72,1017,1016,1015,13,5,1
2010-8-14,28,23,18,76,1018,1016,1014,19,8,2
2010-8-15,24,19,15,89,1017,1016,1013,23,6,5
2010-8-16,28,22,16,81,1014,1013,1009,19,8,5
2010-8-17,20,17,13,79,1012,1011,1008,26,11,4
2010-8-18,19,17,15,76,1010,1009,1008,23,16,5
2010-8-19,19,16,13,80,1019,1013,1010,35,14,5
2010-8-20,22,16,9,69,1025,1023,1019,16,8,3
2010-8-21,26,17,8,69,1026,1025,1023,13,5,
2010-8-22,29,21,13,67,1023,1019,1015,19,6,
2010-8-23,28,23,19,68,1015,1011,1008,24,13,6
2010-8-24,23,21,19,78,1010,1008,1007,24,11,2
2010-8-25,20,17,14,68,1017,1014,1009,34,19,3
2010-8-26,22,17,12,70,1017,1013,1008,24,10,2
2010-8-27,22,19,16,88,1009,1004,1001,27,11,4
2010-8-28,17,14,11,92,1012,1006,1002,23,16,5
2010-8-29,16,12,9,85,1014,1013,1012,23,14,4
2010-8-30,13,11,9,86,1011,1010,1009,14,6,4
2010-8-31,11,10,10,96,1009,1006,1004,37,14,6
2010-9-1,15,12,10,90,1011,1008,1007,32,26,5
2010-9-2,17,12,8,84,1015,1013,1011,29,19,3
2010-9-3,15,10,5,79,1020,1018,1015,21,13,4
2010-9-4,15,8,2,85,1021,1020,1019,14,5,5
2010-9-5,15,10,5,88,1023,1021,1020,26,10,4
2010-9-6,14,7,1,83,1022,1020,1018,16,3,2
2010-9-7,16,9,3,81,1018,1017,1015,19,10,3
2010-9-8,17,11,6,85,1016,1015,1013,32,18,5
2010-9-9,15,13,11,93,1019,1014,1012,24,16,5
2010-9-10,18,13,8,89,1022,1021,1019,16,5,2
2010-9-11,17,14,12,94,1022,1022,1021,13,2,5
2010-9-12,14,11,9,91,1022,1022,1020,13,6,6
2010-9-13,20,16,12,86,1023,1020,1019,13,5,5
2010-9-14,17,13,11,83,1023,1021,1016,19,11,5
2010-9-15,19,16,12,87,1016,1012,1009,32,18,6
2010-9-16,17,12,8,72,1012,1010,1008,39,18,3
2010-9-17,17,12,8,77,1014,1011,1010,24,8,2
2010-9-18,15,10,5,78,1016,1015,1014,21,6,2
2010-9-19,14,8,2,81,1019,1017,1016,16,3,3
2010-9-20,17,8,0,74,1021,1020,1019,14,5,
2010-9-21,19,13,8,69,1023,1020,1019,23,11,2
2010-9-22,19,11,4,80,1025,1024,1023,14,3,2
2010-9-23,21,12,3,76,1024,1020,1015,11,6,
2010-9-24,24,14,6,61,1015,1010,1006,16,8,
2010-9-25,22,16,9,71,1006,1004,1003,14,10,
2010-9-26,19,14,10,89,1003,1001,1001,19,10,5
2010-9-27,11,10,9,94,1005,1003,1001,26,19,6
2010-9-28,12,10,9,94,1010,1005,1001,32,24,6
2010-9-29,10,8,6,94,1015,1012,1010,29,21,6
2010-9-30,6,4,4,95,1018,1016,1015,16,13,6
2010-10-1,8,6,4,89,1020,1018,1017,11,5,6
2010-10-2,12,8,4,82,1023,1022,1020,21,10,5
2010-10-3,14,8,2,83,1023,1022,1020,21,13,2
2010-10-4,16,9,2,79,1020,1017,1016,26,14,
2010-10-5,16,11,7,76,1017,1015,1014,29,19,4
2010-10-6,14,8,3,81,1024,1021,1017,27,19,
2010-10-7,13,7,2,80,1029,1027,1024,24,16,3
2010-10-8,12,6,1,73,1030,1029,1029,23,16,
2010-10-9,12,6,-1,76,1029,1026,1022,26,13,
2010-10-10,13,4,-4,81,1022,1018,1016,19,3,
2010-10-11,16,6,-4,79,1017,1016,1015,11,2,
2010-10-12,12,3,-4,90,1018,1017,1015,16,5,6
2010-10-13,7,3,-1,97,1018,1017,1017,13,5,5
2010-10-14,5,1,-2,99,1017,1013,1010,14,6,5
2010-10-15,9,6,2,96,1011,1010,1009,14,10,6
2010-10-16,9,6,2,85,1015,1011,1009,19,8,3
2010-10-17,7,3,1,81,1020,1018,1015,23,14,6
2010-10-18,6,4,3,89,1020,1019,1017,19,11,6
2010-10-19,8,6,3,93,1016,1010,1004,13,5,5
2010-10-20,9,4,-1,84,1007,1003,1001,24,8,4
2010-10-21,6,3,2,79,1022,1015,1008,47,24,4
2010-10-22,8,4,2,71,1022,1021,1020,35,19,3
2010-10-23,12,4,-3,76,1020,1016,1011,21,8,2
2010-10-24,12,7,3,82,1011,1009,1007,21,10,2
2010-10-25,6,3,0,94,1020,1016,1011,16,6,3
2010-10-26,6,3,0,87,1026,1022,1020,23,11,5
2010-10-27,6,2,-2,89,1029,1027,1026,11,6,5
2010-10-28,9,3,-2,73,1026,1022,1020,23,10,
2010-10-29,13,8,3,67,1021,1019,1017,14,11,2
2010-10-30,15,7,-2,66,1016,1013,1011,11,6,
2010-10-31,18,8,-1,68,1012,1011,1009,29,8,
2010-11-1,18,12,6,64,1012,1011,1010,21,10,
2010-11-2,16,11,7,81,1015,1013,1012,14,6,
2010-11-3,12,7,3,84,1016,1015,1014,27,11,4
2010-11-4,16,13,10,78,1018,1017,1016,35,23,6
2010-11-5,16,14,13,71,1018,1017,1015,40,26,5
2010-11-6,14,10,7,80,1017,1010,1007,34,21,5
2010-11-7,8,6,4,97,1009,1004,997,16,11,5
2010-11-8,10,8,6,97,997,988,980,14,6,6
2010-11-9,12,8,5,74,987,984,979,26,13,5
2010-11-10,11,8,5,91,999,991,984,23,11,5
2010-11-11,7,4,2,90,1010,1006,999,26,10,5
2010-11-12,11,7,3,78,1002,997,994,40,18,4
2010-11-13,16,12,9,75,1005,1001,998,39,26,4
2010-11-14,17,12,8,79,1010,1007,1005,16,11,
2010-11-15,15,8,1,90,1013,1012,1010,13,5,6
2010-11-16,10,9,7,94,1015,1014,1013,24,11,5
2010-11-17,7,6,6,99,1014,1011,1009,13,10,6
2010-11-18,8,7,6,100,1012,1009,1008,10,6,6
2010-11-19,11,8,6,92,1017,1015,1013,11,5,5
2010-11-20,8,6,3,96,1018,1017,1015,19,11,6
2010-11-21,7,3,-1,95,1017,1013,1009,16,10,5
2010-11-22,9,7,5,89,1009,1000,992,24,14,5
2010-11-23,8,6,3,86,997,994,991,26,14,6
2010-11-24,3,1,0,85,1002,997,995,34,21,6
2010-11-25,0,-2,-5,82,1004,1003,1002,27,18,5
2010-11-26,5,0,-5,83,1004,1002,1001,13,6,5
2010-11-27,-1,-3,-4,97,1009,1003,1000,16,8,6
2010-11-28,1,-3,-6,95,1011,1009,1004,23,10,4
2010-11-29,-1,-4,-7,96,1004,998,993,29,21,6
2010-11-30,-7,-10,-13,89,1018,1013,1004,23,13,6
2010-12-1,-9,-11,-12,87,1017,1010,1001,39,23,5
2010-12-2,-2,-7,-11,86,1011,1005,999,32,18,5
2010-12-3,-5,-10,-15,94,1012,1009,1007,16,6,5
2010-12-4,-6,-12,-18,93,1021,1018,1012,13,6,4
2010-12-5,-2,-10,-18,87,1021,1014,1005,14,6,
2010-12-6,0,-2,-4,91,1005,1003,1002,14,8,6
2010-12-7,1,0,0,100,1006,1003,1001,10,6,6
2010-12-8,4,2,0,100,1006,1003,997,13,5,5
2010-12-9,6,1,-3,95,1009,1004,995,39,21,6
2010-12-10,-2,-4,-6,90,1020,1015,1008,35,29,6
2010-12-11,1,-3,-6,94,1020,1008,1001,27,16,6
2010-12-12,2,0,-3,96,1004,1000,998,29,24,6
2010-12-13,-3,-4,-6,93,1013,1009,1004,34,24,6
2010-12-14,-5,-6,-7,94,1013,1012,1010,21,14,6
2010-12-15,-4,-7,-11,96,1019,1014,1009,13,11,6
2010-12-16,-8,-12,-15,88,1019,1012,1004,14,8,5
2010-12-17,-6,-11,-17,84,1004,999,997,13,8,
2010-12-18,-6,-13,-19,91,1003,1000,999,21,6,4
2010-12-19,-3,-7,-11,84,1005,1003,1001,23,11,4
2010-12-20,3,-1,-4,81,1009,1001,997,35,14,4
2010-12-21,2,-1,-4,90,1011,1009,1007,14,6,5
2010-12-22,3,0,-3,94,1010,1007,1006,13,6,6
2010-12-23,9,2,-4,91,1006,1003,1000,13,6,5
2010-12-24,7,3,0,93,999,996,995,14,10,5
2010-12-25,0,-2,-4,97,1012,1004,998,32,18,6
2010-12-26,-4,-8,-12,89,1022,1019,1012,32,23,6
2010-12-27,-6,-11,-16,88,1022,1021,1021,10,5,5
2010-12-28,-7,-11,-15,93,1025,1020,1017,14,8,5
2010-12-29,-9,-11,-12,93,1025,1024,1023,21,8,6
2010-12-30,-8,-9,-10,90,1023,1022,1020,23,16,6
2010-12-31,-3,-7,-10,92,1020,1018,1017,23,14,6
2011-1-1,0,-2,-4,87,1017,1011,1008,32,21,6
2011-1-2,0,-2,-3,84,1016,1013,1009,35,24,6
2011-1-3,-2,-3,-5,95,1019,1017,1016,130,16,5
2011-1-4,-4,-8,-12,94,1020,1020,1019,13,6,5
2011-1-5,-4,-7,-10,86,1020,1019,1017,11,8,4
2011-1-6,3,-4,-11,79,1017,1012,1009,21,10,2
2011-1-7,5,3,1,83,1016,1013,1009,23,11,4
2011-1-8,6,3,2,94,1015,1014,1013,19,8,4
2011-1-9,6,3,1,94,1016,1014,1013,14,10,6
2011-1-10,4,2,0,99,1023,1021,1016,14,6,6
2011-1-11,4,2,-2,95,1022,1015,1011,21,13,6
2011-1-12,4,1,-2,93,1016,1014,1011,27,8,5
2011-1-13,4,2,1,94,1014,1010,1009,21,11,6
2011-1-14,8,6,4,98,1011,1010,1009,24,14,6
2011-1-15,8,7,4,93,1024,1016,1011,34,19,6
2011-1-16,6,1,-4,95,1026,1025,1024,13,8,3
2011-1-17,8,2,-4,94,1026,1025,1022,10,3,5
2011-1-18,4,2,0,95,1023,1022,1021,14,10,5
2011-1-19,4,2,0,96,1022,1020,1018,21,6,5
2011-1-20,1,0,-1,95,1024,1022,1020,14,11,6
2011-1-21,-1,-2,-3,91,1028,1027,1024,21,13,6
2011-1-22,-2,-3,-3,87,1029,1027,1023,14,6,6
2011-1-23,-1,-3,-4,93,1023,1018,1016,23,16,6
2011-1-24,-3,-4,-5,83,1020,1018,1016,13,8,6
2011-1-25,-1,-4,-8,88,1016,1009,1004,21,11,6
2011-1-26,0,-1,-2,92,1010,1006,1003,19,10,6
2011-1-27,1,-1,-4,92,1023,1016,1011,10,5,6
2011-1-28,0,-6,-12,91,1027,1026,1023,14,6,5
2011-1-29,-3,-8,-13,95,1026,1023,1020,13,5,5
2011-1-30,0,-7,-13,82,1023,1020,1018,13,8,5
2011-1-31,-5,-7,-9,96,1025,1024,1023,8,5,7
2011-2-1,-3,-7,-11,88,1024,1023,1022,21,8,4
2011-2-2,-3,-6,-8,94,1026,1024,1021,24,14,6
2011-2-3,1,-2,-5,90,1025,1023,1021,21,13,6
2011-2-4,3,1,-1,87,1024,1021,1015,34,19,6
2011-2-5,8,6,3,78,1016,1015,1014,39,27,6
2011-2-6,8,7,6,82,1020,1018,1016,34,26,6
2011-2-7,8,6,3,79,1021,1019,1015,26,16,5
2011-2-8,8,4,2,61,1020,1015,1013,47,21,3
2011-2-9,4,1,-2,79,1024,1021,1020,29,19,4
2011-2-10,5,0,-4,75,1025,1021,1014,23,6,4
2011-2-11,6,3,2,86,1013,1007,1004,29,23,6
2011-2-12,2,-1,-6,73,1020,1014,1003,45,29,4
2011-2-13,1,-6,-11,76,1020,1018,1016,16,6,1
2011-2-14,-1,-6,-9,67,1017,1016,1016,23,16,
2011-2-15,-2,-7,-11,68,1016,1012,1009,27,18,
2011-2-16,-1,-4,-7,79,1010,1008,1007,21,16,6
2011-2-17,3,0,-2,79,1009,1007,1006,19,14,5
2011-2-18,2,0,-2,92,1014,1011,1009,11,6,6
2011-2-19,-1,-3,-5,95,1018,1015,1014,14,11,6
2011-2-20,-6,-9,-11,89,1020,1019,1018,16,11,6
2011-2-21,-8,-10,-11,82,1021,1020,1019,16,8,6
2011-2-22,-8,-12,-16,83,1021,1019,1018,21,13,5
2011-2-23,-8,-12,-15,86,1028,1025,1021,14,8,6
2011-2-24,-4,-11,-18,82,1031,1029,1027,11,5,2
2011-2-25,-5,-11,-16,84,1032,1031,1031,21,6,4
2011-2-26,-3,-6,-8,85,1031,1025,1019,19,11,6
2011-2-27,5,-2,-8,82,1021,1018,1016,16,11,5
2011-2-28,0,-4,-9,78,1030,1025,1021,24,13,6
2011-3-1,2,-4,-9,72,1036,1034,1030,23,13,5
2011-3-2,3,-4,-11,62,1037,1035,1033,35,14,
2011-3-3,6,-1,-8,64,1033,1032,1031,14,6,
2011-3-4,7,-1,-9,75,1032,1030,1025,13,3,
2011-3-5,7,1,-5,72,1025,1019,1015,39,14,4
2011-3-6,2,-1,-4,67,1028,1021,1016,32,19,4
2011-3-7,2,-3,-10,64,1037,1034,1028,24,13,2
2011-3-8,5,-2,-10,55,1036,1032,1026,13,5,
2011-3-9,8,1,-5,47,1026,1020,1016,26,11,
2011-3-10,5,3,1,72,1016,1015,1014,24,18,5
2011-3-11,9,6,3,73,1018,1015,1012,40,18,5
2011-3-12,14,7,1,62,1019,1016,1011,19,8,4
2011-3-13,15,7,-1,49,1012,1010,1008,21,10,
2011-3-14,17,12,8,55,1018,1014,1011,29,14,
2011-3-15,16,10,4,74,1020,1019,1018,23,5,2
2011-3-16,7,6,5,90,1020,1018,1013,29,19,6
2011-3-17,7,4,3,93,1019,1008,1005,32,24,7
2011-3-18,4,2,0,98,1018,1011,1006,21,11,6
2011-3-19,2,0,-1,94,1029,1023,1018,21,10,6
2011-3-20,5,-1,-7,87,1033,1031,1028,13,5,5
2011-3-21,8,0,-7,78,1035,1034,1032,11,2,3
